MMUPJ47E29JZPNP59SC7,997382976349120,2019-04-12 10:56:49,d98d9527-5e5b-451a-90a0-15c1a0ad7d6a,2153,KGK902UGHDGF,CA,578.33
6F7E15Y2JVMZVG4IBC03,849340060680364,2019-04-12 10:56:49,73c99760-a771-4a6a-b5ae-56be08bb971b,3331,6ZHSE8EUI1,CO,210.89
OCJ645CAJX6OWKW79UKV,556409414204613,2019-04-12 10:56:49,f9fbf0ac-8af5-4cc2-9e46-51943cebb695,3925,6N75NZIKQED,MA,270.16
21RMC7KSWWQWFZF6P0PI,4372024181389983,2019-04-12 10:56:49,5b272bd8-49df-49b2-af3e-c73a09b9abfa,2396,IBM6BNYJUZ,WI,785.71
5794KQEVFSMWTIMTR6FW,1874583532438242,2019-04-12 10:56:49,0322a638-8dcb-496f-955c-f311d3af26f6,2689,JY637KHSWPYW,PR,726.07
ICMT427W04GEWNJOTMGX,327284205732905,2019-04-12 10:56:49,62426313-d55a-4d69-86f4-392413e76907,4813,BOEN5T0TZV,WV,520.53
T987J72PVKHRSDFEL4PV,583453331411422,2019-04-12 10:56:49,48753db3-d88f-45b3-9e6b-ad9c22012d75,2116,KACRC8PK9E2R,IL,506.95
Y82UTTPN3TKHRPVDSFX4,507167626768731,2019-04-12 10:56:49,0ea6336a-eae5-4350-87e4-9f5eae82761a,2349,F9GNZDCGN5T,FM,535.34
O4AL78FVMDZCODXV06EH,116058400622624,2019-04-12 10:56:49,96b2057e-e822-41dd-a901-74298a01ade8,2725,3BD1HCE8N2,MP,255.99
JHFNTA0TSWWB9EX8H1NY,828054734423093,2019-04-12 10:56:49,77dc91f5-7e86-461f-a1fd-19bfff9648c2,3304,PBN9WP8ALZE,AR,797.93
2RU22I13U2P1E9N5CK11,1354547789423809,2019-04-12 10:56:49,e4df9092-dce8-494d-a3e3-d36202e0c786,4272,SFEPMG6WLPXN,NV,367.31
S8ZYF1YT9NLNAZO3OAXV,0448089597916210,2019-04-12 10:56:49,e472841f-e841-4fe7-9e93-1514a0c32890,2224,DA8SRFZA9LX,WA,348.54
ULX69FPV3LRHGM0DIF71,450310932584589,2019-04-12 10:56:49,f26f75f9-f8e6-405b-a3c9-7f84b468baee,4618,YS8SXJ780A,CO,319.45
AA60W7T2LT8JYO4KONFO,980900592027609,2019-04-12 10:56:49,41d7134e-bf3c-49d3-946d-b46d0d361cbd,3770,YLBBOAWL1O6,UT,637.52
YDUILOKCMLWOVECDIZ4P,5063489828611823,2019-04-12 10:56:49,9ca4607b-9be0-4245-b359-e58b2abdc1b3,3334,AJWX9G8PFTQP,TX,190.38
MPUTOHAIGIDVRRYIHQQJ,753412051834714,2019-04-12 10:56:49,a11d7811-9376-4436-9331-7995ff00ad6f,4855,NMMY6QX9FO7Q,PA,923.53
0IQZHHKFIDH7XRQRH1O4,911992981608627,2019-04-12 10:56:49,51cf16ce-8042-4c7a-89c6-d83f3b826f47,3000,09DB9G91FVR,MP,203.05
3KCSXWIYJIF6GBDC652E,8470453567759597,2019-04-12 10:56:49,3669b1fa-511d-40a9-90e7-fe7c5132bafc,3856,LZXFH532T4,CO,323.05
BIZZ19TUQS2JBRG3GB73,707651650698440,2019-04-12 10:56:49,f3da88c0-fbde-459a-9406-8b4cdd4af79a,4624,481GNDKOJJFQ,KY,275.65
L01EQ3KQV39OFVHIGBJ1,995914905313072,2019-04-12 10:56:49,843f308e-3ff0-4996-a3ee-24cd6a9f35fa,4259,SFEPMG6WLPXN,KY,192.37
YZ1SVSH91P6RZ4QIY1H8,6513690298409989,2019-04-12 10:56:49,b07e196d-73a5-4683-84ce-ee677f55868b,3367,BOKQ26UXGC74,LA,253.59
QFXOKUNKQGYCS2MLDWBA,093579388654201,2019-04-12 10:56:49,3d571ce7-f24f-4324-a254-c4b1ab2e41d8,4944,QD1T2U50SKXL,SC,472.43
33CUHUG3KTBKZ7BRHSUG,632888350911312,2019-04-12 10:56:49,062e4777-6e17-408d-a588-3e2e572aa213,2374,4LWVS3JJWGWJ,WA,812.14
GYB6KBQ6DIIXSYXLLY1U,7344944253289192,2019-04-12 10:56:49,af824cad-8e10-47b0-a8dc-f653abae1961,3377,67BU7ZY6G6,RI,145.82
LPN9TJK0BQVYKEXAUPUI,400935870134167,2019-04-12 10:56:49,7d8651f5-5402-4f88-a4f8-111d2d62e360,2645,JZY8JIWN28,UT,546.45
OC6OF5MQIEYN2FQ1WW1J,3475388193428579,2019-04-12 10:56:49,cbf6ef50-3ffc-4351-bd39-da19cf091587,4733,SJQ2KO8DSHLD,OR,577.2
YZJ2NJLM04RUVRK9GFDT,9374084936330388,2019-04-12 10:56:49,a885cdf2-89c6-4dfa-93ba-2076580c04d3,2885,C9QLG2BZPHV,AR,85.44
8UL6LFM7ZWJD9N4OTF8Y,5008284642124083,2019-04-12 10:56:49,85cc884c-4c68-47ce-8e3d-53c71c42eb9e,4178,5KIZLH5MQOR7,NM,513.09
TQ0G6H6LUBORFLKPK2GQ,1765111338327340,2019-04-12 10:56:49,745785b3-f7cf-42fa-82d5-a7daffc9267d,2695,XFS3XFGE04N,AR,712.75
YNS1U7RZHW7IJPL9GX0K,338952691969655,2019-04-12 10:56:49,c75a35ac-0d35-4fce-9f0e-b6b70b887b01,4243,KHEFMZCTA0Y1,AZ,24.2
9XU9RHLDAI438JQBVCIH,356264671795458,2019-04-12 10:56:49,4b65d77b-177c-4482-a32f-708e8aa6a3c7,2546,SRHN1BEU3Y2,KY,786.99
YAGYSX8G2KY1Y86GXCQL,7811159287510491,2019-04-12 10:56:49,5a8eebc4-2794-4d6d-b416-72b5cf335ec7,4796,BB83CGPDAF4,GU,57.07
