M11J23D5GK44W7UB05VT,955037031889112,2019-04-12 10:56:51,25d847e9-d2ba-4fdb-ad4f-4dd02f68bfc6,4175,J4Y923JLENQI,NC,818.8
MA6EFNFJPMISKKHWQ8AU,141101262584215,2019-04-12 10:56:51,49845d9a-bb7f-4a53-b9bd-25af1e095950,2746,TOU44TYD8HUG,MO,321.21
7VKZ9RR8GBGJE9LZK9JP,2155756545213600,2019-04-12 10:56:51,74317f58-f995-4eff-a2fb-c04fa17e1a4b,2326,WILIOC143V9,SD,703.93
J9IO60QICOJJ1KWKPIDX,511509455998364,2019-04-12 10:56:51,ad8aa5af-c9ab-450b-8a12-104989e2444a,3407,2NXTHPXD15JY,NY,245.11
LLG22ECMGS4DJ275VWSZ,959300483924022,2019-04-12 10:56:51,f10af9e6-5808-47d6-896d-1df14b6cb35f,4483,6O4CPNQM9I3V,NC,337.29
5975ZS9O03PYOI870HW0,722328573010756,2019-04-12 10:56:51,e0a8bde9-df75-45e2-a1cd-dcc87b99e397,3879,XMPAQN8HLJS,FL,574.88
M2IAPKNF19IDVSW33GTZ,1234151794310411,2019-04-12 10:56:51,61bb37c4-a7a4-43c1-a3a8-da205c49a02a,3062,DII69B8FGO,MA,520.47
4V3O5HX46KYBFOI42TEV,3906434500759853,2019-04-12 10:56:51,83d4adc0-2902-4d28-88f2-e0b197026963,3968,DHUOOJV08L,ND,555.8
5FJMNAXLNPWQBOJ2O6RF,1024402009740143,2019-04-12 10:56:51,86fcc0df-5ebe-4ebd-b5d4-d6078f9bb2a6,3647,JKVX70ZL9B9,NH,499.81
JNWRQKEQU7R1O7YTBJG5,5792068262313175,2019-04-12 10:56:51,84469465-44ae-482c-89a4-79175dac69a9,1556,3RSBC2U48VUL,WV,24.88
09C0RR5HSIAZEAZ98J98,915180639413650,2019-04-12 10:56:51,f27cab94-0a8a-4360-a294-d052e6bfe94d,3077,SFJCUO41PT,NY,288.35
04IVIB6BP3IRM4S18NZP,2640980866096206,2019-04-12 10:56:51,92a0a67e-8c95-4182-a287-d6aa86af5edb,3857,WOG1IUEUBC,KS,156.14
DPTPU5J1RS9NMID0VODY,6302538832610961,2019-04-12 10:56:51,ba7ff2fb-3676-4ee6-89e4-2c3dd25b5ecb,2983,KG7MIX38MI5X,NV,847.44
DDWLGEGVOEKUFT3JZ2HL,3688049121473780,2019-04-12 10:56:51,1aef7298-1a48-4a31-91d7-d0c9362b76de,1924,LROVKCC7Z2,CA,78.92
C2NKNBUSOWD4LWWL0RZU,137427764492250,2019-04-12 10:56:51,41cdedba-4573-40e3-8ee5-33accc7e4c48,3589,6E4D6J5H1A,MA,41.43
C4WXNZEB4W7M5VDEF7WJ,884443278077850,2019-04-12 10:56:51,5717d94e-4ade-42b3-99f4-a18d655f25fd,1902,XPPQSLXGX0,AL,967.22
RG2KC723XMV7PYFVX9ZW,036764612270868,2019-04-12 10:56:51,6bc94398-4c24-468e-9594-8d35c35166b2,3217,VSI7A4DB4P,VA,453.49
GZEJ1BSKKPPOBF4KHKTP,9210794084235247,2019-04-12 10:56:51,d22159a9-4ae6-4e15-9fee-fe5c230aec0e,4843,QBWSO0NBVY,MD,619.72
EGI4Y36JQ0JJ76IF6KVN,1508254218556927,2019-04-12 10:56:51,3c2898ae-52cc-48b2-b5d2-631958029f24,3895,LA68NVUIN7,MN,472.29
5CP2Z8YK49IGC3358BM0,136434944258835,2019-04-12 10:56:51,f4bdbb92-7db0-4b16-8b90-bf71d6c81b03,4979,7J1FARZ8DVUL,TX,238.21
6S9A8U2ZQHF7BAMJYKEA,474656888387505,2019-04-12 10:56:51,9b21b8ee-f054-408c-8259-6ed8f9671f74,4493,9HW7694CVQM,VT,846.88
JUTJR3GAHX1FGKXBMUJI,4683478354225516,2019-04-12 10:56:51,9ffa0611-ceab-48ba-a3a7-b518748d60cc,3095,313LDMGZOWW7,VA,513.1
TP3Q9DP8FRQFHYO28NHY,8122985305155729,2019-04-12 10:56:51,40759d71-296d-4fb9-b850-615b77fe2cf1,1818,6O6PZB7FCZJ,MD,378.24
FRP0C2HS69NTTUCPOT0T,943457494857252,2019-04-12 10:56:51,ef8ce46f-e00f-4573-a4e8-88135bebfb5e,2318,0VMRU32OKD1,AZ,750.71
3D8AHW5LHQXRXQTV7Z1W,355527042093514,2019-04-12 10:56:51,9f0729b9-3f06-4ecd-a0fe-891798d20901,4624,H2W0YFEPL4,GA,334.05
79DBLKVECHAJY1RPDPXY,3075255847416570,2019-04-12 10:56:51,2ba06118-bacb-4caa-a669-c99a900b817a,1527,O6WKWEYLXLC7,ID,871.61
ISU2JCHERRXXWQO3US7M,2677595511047085,2019-04-12 10:56:51,23f05d6e-d8d3-41b8-bcf5-e067720d5333,1551,1G9XRFLL5B52,CO,604.28
E39MMEP172R0R4KSI0G5,366675523948048,2019-04-12 10:56:51,9a666a5a-f737-488a-ad8b-1159742ec4e2,3574,PG2H5KH8P8,NY,427.12
RT4MH8X3W8V9PNT180BR,413093361828186,2019-04-12 10:56:51,164772a5-abb9-46e9-8647-1869babaf1f7,4054,3RSBC2U48VUL,IA,199.41
IFKE9D96QFKRR1E23P2P,459674159619332,2019-04-12 10:56:51,8915853a-b2c1-442f-b103-797bb784ce5e,3669,WZX1JA8IR8XX,DE,819.88
RCBWUQ2WNVIOKHN18PHC,515331456240155,2019-04-12 10:56:51,a2b15905-08c5-4f4f-8c25-9705717ef854,3194,9FJMLXCAJ56X,NH,933.11
ZSLE6ETBMBQMBQST136N,799429552384691,2019-04-12 10:56:51,fa4002b7-2800-401c-a831-e5d41a4a026d,3208,O5OS2U3RORD5,WI,230.91
N6Z9MXL3RH74P5VJLBY3,178463307218121,2019-04-12 10:56:51,5cef0ada-204f-4713-9b73-828aee59c13f,4146,97B3YNSK8KSX,NV,862.94
QUTF68QYVV8JP4RCA2JT,254117328197440,2019-04-12 10:56:51,858cbd35-c0ac-4b31-8c73-a0dae2b01d6f,1578,E8MJMWLWQ96,AL,479.53
N6R59AKFVM8OHANQBG4T,380794255799955,2019-04-12 10:56:51,f0f20028-06e4-4d9d-b506-aefe7ea66dad,3402,4SV4Y7PV22,AS,545.08
RARF7YFNW1TFA782FRYO,019455166626473,2019-04-12 10:56:51,ec19b774-e266-4559-a162-b05f4de4f59d,3768,UYQHPIKJ6NIB,NE,939.37
LOOPGSGDY1GXFXROG1WD,5182121274127177,2019-04-12 10:56:51,0aaf29f6-ea02-48cb-895a-7164a168fd6b,3351,LROVKCC7Z2,AZ,582.91
XTIF2SQ0FUP9RQBIONIH,225092959845557,2019-04-12 10:56:51,1580c3ae-afe5-4ed0-b3e2-d257edc7d4c1,3119,W3YPZC9NL7EA,PA,30.42
FXIJHMVRBP81HFBQNGBL,544934634863512,2019-04-12 10:56:51,d4929647-ca89-4cb0-ba26-5d39776ef5b9,3814,9V4CULL2SM,VA,859.82
QMEUBWFCBXSPHE49EST9,8513216488016602,2019-04-12 10:56:51,e32db66d-e1c3-4b75-90b5-01dd7c6680a0,3704,8SJ7CLTEEJ3,VI,22.35
G0VHZT0FYRD5SRMUSTMD,4150029961397339,2019-04-12 10:56:51,ea18b27f-68cc-4cf9-904a-5acc12ffd894,3632,X29SIUD6DI,NV,305.54
WYV24EAAKEHVCS92GX9E,1444082412742730,2019-04-12 10:56:51,1fa42f03-617c-444e-87ed-ad31478e5377,4443,Q1AOC83T1GK7,MH,47.6
711V0C56LT2VVAOQYZ3W,1480008603815662,2019-04-12 10:56:51,e7671ba1-0eb9-4876-ab3b-c29305f8ca07,3076,R5ZYIREGTN,GU,968.66
GP3CH11SPSWE21E3UC8N,639585346790674,2019-04-12 10:56:51,1c85977a-0964-4666-af21-8ba36aa0c7f2,3697,MO7PGSWZFSRC,FM,351.61
OX885IFMCIUSNGTO323W,493295953146723,2019-04-12 10:56:51,8bff078e-38d7-4d14-a9cb-16d459ff88aa,4266,JUTGWN4VQUXX,NY,549.32
M0Z55EJU1CGVPBV2OBIS,8756379271083691,2019-04-12 10:56:51,18727546-ee7d-4caa-b797-938371661a23,3788,C2VMR5PME1GX,MD,814.19
8EWLSC26KIG98E7UZ0H3,407767382669169,2019-04-12 10:56:51,86f163c0-009f-4d25-b950-ff6dcecb2122,2428,6O4CPNQM9I3V,NC,127.91
RIEXFAQR5WDLDQPJV934,834453702988354,2019-04-12 10:56:51,2cdaabd8-841c-4867-8110-406e45ff854e,2371,A4ZHWEK6LP7,PA,913.9
XHVZKM8VBW5PYKFLO6JU,7942315343445362,2019-04-12 10:56:51,e5da2d33-8fe9-4516-8f02-a39729dcf105,3470,UZFJ1IOBA3,NM,98.71
PPTCEA50BGYO65LD3KYW,127853236564459,2019-04-12 10:56:51,23dac873-a08c-4366-8dd6-2d9b6e434f8c,1968,82LR5S184H,CO,845.32
7DTZOKUEESE8G5FBADQ3,973654911434805,2019-04-12 10:56:51,7b651f55-b354-4152-ab61-97a9c26d67d5,1550,F85E4IEBA94,NY,373.74
IKXHLKFU51CHZXE2JY23,9656403694196557,2019-04-12 10:56:51,0ccce972-b777-48bf-95ff-253986c13ccf,1853,I10T7I6Z4I,IA,721.09
78LX0QMAP52CGOP2WFTG,8501249939779908,2019-04-12 10:56:51,4aae1f0d-66eb-4e4f-9f77-be038a849e1a,1742,ZVM4UC0KZ8,FL,49.76
1CNPZD9UU1W14MZAJEGQ,511051740080786,2019-04-12 10:56:51,68eca8d3-a809-496c-af2e-5178de193f6c,2802,OCE47Q2CZAOJ,KY,604.96
7MMRBMP4UERKDN281XY8,780380261594163,2019-04-12 10:56:51,9404d6cc-a67b-45c8-a619-432f7dc84d20,4770,W0XOFJ0L6EFB,UT,514.83
YWJ3C6ZRK4XBVVEQTI63,3452725846605316,2019-04-12 10:56:51,22057894-24af-400d-8e03-6ed820cf24fd,2453,P7BGUP9BUJA,MD,562.43
SKF5Q2QJUHAIZRK38GOZ,185480624494038,2019-04-12 10:56:51,420c7090-0a85-486f-8c03-35e85e11ced4,2244,2IRPIZRQ30K,MT,665.41
PVR65DNYSVZH0G9QJKTS,265156939921374,2019-04-12 10:56:51,105ae6c8-e363-4ba3-ad34-01e8bc91527d,3933,K34A5V315MN,MO,72.54
UI24TOPFIC1Q2PSOWJDE,426141980586192,2019-04-12 10:56:51,f4de7b52-9c80-4935-92b1-90a29a884178,4177,49QW7NDJ3E,RI,94.77
SQOJR7NB5KCBPVPXEV8I,746391467509438,2019-04-12 10:56:51,d9d496d2-18e6-487f-9ca1-4dd92c1f9e0d,2158,11FG0WUI4I,WA,749.42
